"","okres","pierwotna","finalna","co2","grupa","przetarg","kategoria","przeszle.przyszle","nowy.stary","data_zak","data_wyd","rok_zak","rok_wyd"
"580",5,237,78,740,"C",3,1,"","stary",2012-03-20,2015-11-30,2012,2015
"581",2,79,26,338,"F",3,2,"","stary",2014-06-30,2015-12-17,2014,2015
"582",15,79,26,248,"E",4,1,"","stary",2015-11-30,2016-08-11,2015,2016
"583",15,79,26,310,"E",5,1,"","stary",2015-12-15,2017-09-04,2015,2017
"584",5,79,26,251,"E",5,1,"","stary",2015-11-20,2017-09-29,2015,2017
"585",5,79,26,248,"C",5,1,"","stary",2016-02-05,2017-11-13,2016,2017
"586",5,79,26,271,"E",5,1,"","stary",2016-12-30,2017-11-30,2016,2017
"587",5,161,53,502,"E",4,1,"","stary",2014-03-28,2016-08-12,2014,2016
"588",10,243,80,758,"G",4,1,"","stary",2015-07-29,2016-08-29,2015,2016
"589",5,325,107,1110,"E",4,1,"","stary",2014-06-30,2016-07-25,2014,2016
"590",5,325,107,1037,"E",5,1,"","stary",2016-09-06,2018-02-02,2016,2018
"591",38,489,161,1524,"A",5,3,"","stary",2016-07-11,2017-10-24,2016,2017
"592",20,571,188,1882,"G",5,1,"","stary",2014-11-12,2017-10-12,2014,2017
"593",5,82,27,257,"E",4,1,"","stary",2015-04-30,2016-08-11,2015,2016
"594",5,82,27,263,"E",5,1,"","stary",2015-11-13,2017-09-29,2015,2017
"595",5,82,27,260,"E",5,1,"","stary",2016-09-30,2017-11-13,2016,2017
"596",10,82,27,264,"E",5,1,"","stary",2016-06-30,2017-11-24,2016,2017
"597",5,574,189,1789,"F",2018,4,"przesz쿮","nowy",2015-05-05,2018-10-31,2015,2018
"598",5,249,82,34,"C",5,1,"","stary",2016-01-04,2017-10-13,2016,2017
"599",15,167,55,704,"F",3,1,"","stary",2013-09-04,2015-11-12,2013,2015
"600",15,255,84,1081,"F",1,1,"","stary",2014-12-31,2014-01-31,2014,2014
"601",10,85,28,267,"G",4,1,"","stary",2011-12-21,2016-08-11,2011,2016
"602",5,85,28,272,"G",5,1,"","stary",2013-04-25,2017-09-27,2013,2017
"603",15,170,56,1646,"E",5,1,"","stary",2013-10-23,2017-10-24,2013,2017
"604",3,255,84,2466,"F",5,1,"","stary",2012-12-31,2017-11-08,2012,2017
"605",15,170,56,1640,"E",5,1,"","stary",2014-07-25,2017-11-24,2014,2017
"606",10,598,197,1864,"G",4,1,"","stary",2013-02-04,2016-08-18,2013,2016
"607",5,258,85,803,"G",4,1,"","stary",2013-07-30,2016-08-30,2013,2016
"608",15,777,256,2421,"G",4,1,"","stary",2016-04-30,2016-08-18,2016,2016
"609",6,434,143,1719,"A",1,2,"","stary",2011-08-26,2014-01-16,2011,2014
"610",NA,349,115,820,"F",1,2,"","stary",2013-10-31,2014-01-31,2013,2014
"611",15,349,115,1193,"F",4,1,"","stary",2015-12-22,2016-07-25,2015,2016
"612",15,877,289,3686,"G",3,1,"","stary",2012-10-10,2015-11-12,2012,2015
"613",10,88,29,404,"F",3,2,"","stary",2012-12-31,2015-10-30,2012,2015
"614",3,616,203,1919,"E",4,1,"","stary",2011-12-29,2016-09-28,2011,2016
"615",5,88,29,281,"E",5,1,"","stary",2015-09-28,2017-08-22,2015,2017
"616",5,88,29,277,"E",5,1,"","stary",2016-11-30,2018-02-21,2016,2018
"617",5,88,29,278,"G",5,1,"","stary",2015-03-05,2018-03-28,2015,2018
"618",10,88,29,340,"E",2018,4,"przesz쿮","nowy",2015-10-30,2018-08-22,2015,2018
"619",20,358,118,1223,"G",1,2,"","stary",2010-12-12,2014-04-25,2010,2014
"620",45,179,59,613,"A",3,3,"","stary",2013-01-21,2015-11-30,2013,2015
"621",15,1259,415,3826,"F",4,2,"","stary",2015-10-30,2016-08-29,2015,2016
"622",29,1353,446,6200,"F",4,2,"","stary",2015-06-19,2016-08-11,2015,2016
"623",10,2366,780,8083,"F",1,1,"","stary",2011-05-25,2014-04-25,2011,2014
"624",15,91,30,311,"C",4,1,"","stary",2015-09-01,2016-07-26,2015,2016
"625",3,91,30,288,"F",5,1,"","stary",2014-12-05,2017-08-09,2014,2017
"626",10,91,30,357,"E",5,1,"","stary",2015-12-31,2017-09-13,2015,2017
"627",5,91,30,291,"E",5,1,"","stary",2015-11-29,2017-09-29,2015,2017
"628",5,91,30,289,"E",5,1,"","stary",2014-11-30,2017-11-30,2014,2017
"629",5,182,60,580,"E",2018,4,"przesz쿮","nowy",2015-02-05,2018-07-13,2015,2018
"630",24,1277,421,5863,"G",3,2,"","stary",2014-06-29,2015-12-17,2014,2015
"631",5,185,61,1792,"F",5,2,"","stary",2013-09-30,2017-10-19,2013,2017
"632",15,279,92,1098,"E",1,1,"","stary",2012-10-13,2013-10-31,2012,2013
"633",24,1677,553,7698,"F",3,2,"","stary",2014-06-29,2015-12-17,2014,2015
"634",10,373,123,1162,"G",4,1,"","stary",2016-03-30,2016-07-26,2016,2016
"635",14,561,185,1290,"F",4,1,"","stary",2015-12-23,2016-08-10,2015,2016
"636",10,752,248,2344,"G",2,1,"","stary",2012-02-24,2015-02-05,2012,2015
